source_list,action,scope,ingredient,cas,usage,criteria,source_code,source_version,source_date
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,"1,3-Dicloropropeno",542-75-6,Fum,EPP; Riesgo acuático; Vida silvestre; Polinizadores; Espectador,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,"2,4-D, 2-Etilhexil éster",1928-43-4,H,EPP; Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,"2,4-D, isooctil éster",53404-37-8,H,EPP; Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Acefato,30560-19-1,"I, A",EPP; Vida silvestre; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Acequinocilo,57960-19-7,"I, A",Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Acetamiprid,135410-20-7,"I, A",Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,"Acifluorfen, sal sódica",62476-59-9,H,EPP; Vida silvestre,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Amitraz,33089-61-1,"I, A",EPP; Espectador,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Anilazina,101-05-3,Fun,Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Azoxistrobina,131860-33-8,Fun,Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Bendiocarb,22781-23-3,"I, A",EPP; Riesgo acuático; Vida silvestre; Polinizadores; Espectador,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Benfluralina,1861-40-1,H,Vida silvestre,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Benfuracarb,82560-54-1,"I, A",EPP; Riesgo acuático; Vida silvestre; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Bensulida,741-58-2,H,EPP; Riesgo acuático; Vida silvestre; Espectador,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,"Bentazona, sal sódica",50723-80-3,H,EPP; Vida silvestre; Espectador,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Bifentrina,82657-04-3,"I, A",Riesgo acuático; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Bromacilo,314-40-9,H,EPP; Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Captán,133-06-2,Fun,EPP; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Carbarilo,63-25-2,"I, A",EPP; Riesgo acuático; Vida silvestre; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Cartap,15263-53-3,"I, A",EPP; Riesgo acuático; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Clorfenapir,122453-73-0,"I, A",Riesgo acuático; Vida silvestre; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Cloropicrina,76-06-2,Fum,EPP; Riesgo acuático; Vida silvestre; Espectador,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Clozolinato,84332-86-5,Fun,EPP; Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Hidróxido de cobre,20427-59-2,Fun,EPP; Vida silvestre,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Óxido de cobre (ic),1317-38-0,Fun,Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Óxido de cobre (ous),1317-39-1,Fun,Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Oxicloruro de cobre,1332-40-7,Fun,EPP; Vida silvestre; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Sulfato de oxicloruro de cobre,8012-69-9,Fun,EPP; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Sulfato de cobre (anhidro),7758-98-7,Fun,Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Sulfato de cobre (pentahidratado),7758-99-8,"I, A",EPP; Riesgo acuático; Vida silvestre; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Extractos de la raíz de las plantas conocidas como cube o k-bo (Lonchocarpus),,,EPP; Espectador,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Cianazina,21725-46-2,H,EPP; Vida silvestre,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Cicloato,1134-23-2,H,EPP; Polinizadores; Espectador,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Cihalotrina,68085-85-8,"I, A",EPP; Riesgo acuático; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,"Cihalotrina, gamma",76703-62-3,"I, A",EPP; Riesgo acuático,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,"Cihalotrina, lambda",91465-08-6,"I, A",EPP; Riesgo acuático; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,"Cipermetrina, alfa",67375-30-8,"I, A",EPP; Riesgo acuático; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,"Cipermetrina, beta",65731-84-2,"I, A",EPP; Riesgo acuático; Polinizadores,A-07-SCRL-B-FA,1.4,
MITIGATE_RISK,REQUIERE_MITIGACION,ROLE_CONFIRMATION_REQUIRED,Dazomet,533-74-4,Fum,EPP; Riesgo acuático; Vida silvestre; Polinizadores,A-07-SCRL-B-FA,1.4,
